event_id,station,p_t,p_prob,s_t,s_prob
texnet2024twan,VW01,2024-10-09 10:26:11.947000,0.124,2024-10-09 10:26:16.757000,0.038
texnet2024tvwf,BB01,2024-10-09 08:14:41.167000,0.001,no pick,no pick
texnet2024tvwf,MB02,2024-10-09 08:14:37.378500,0.009000000000000001,no pick,no pick
texnet2024tvwf,MB05,2024-10-09 08:14:37.126500,0.096,no pick,no pick
texnet2024tvwf,MB22,2024-10-09 08:14:37.440000,0.002,no pick,no pick
texnet2024tvtu,BB01,2024-10-09 07:00:38.707000,0.013000000000000001,no pick,no pick
texnet2024tvtu,GV03,2024-10-09 07:00:36.517000,0.27399999999999997,no pick,no pick
texnet2024tvtu,MB02,2024-10-09 07:00:38.178500,0.026000000000000002,no pick,no pick
texnet2024tvtu,ODSA,2024-10-09 07:00:38.110000,0.003,no pick,no pick
texnet2024tvtu,OG04,2024-10-09 07:01:06.572000,0.005,2024-10-09 07:01:06.812000,0.326
texnet2024tvtu,POST,2024-10-09 07:00:38.620000,0.132,no pick,no pick
texnet2024tvth,BB01,2024-10-09 06:47:03.677000,0.004,no pick,no pick
texnet2024tvth,MB04,2024-10-09 06:47:01.732000,0.023,no pick,no pick
texnet2024tvth,SM04,2024-10-09 06:46:59.699000,0.025,2024-10-09 06:47:31.029000,0.751
texnet2024tvop,MB21,2024-10-09 04:24:32.905000,0.008,2024-10-09 04:24:12.205000,0.7440000000000001
texnet2024tvpd,OP01,2024-10-09 04:20:42.299000,0.27699999999999997,2024-10-09 04:20:50.829000,0.341
texnet2024tvpd,SGCY,2024-10-09 04:20:43.080000,0.069,no pick,no pick
texnet2024tvpd,SN09,2024-10-09 04:20:45.170000,0.018000000000000002,no pick,no pick
texnet2024tvks,BB01,2024-10-09 02:26:00.727000,0.276,no pick,no pick
texnet2024tvks,MB04,2024-10-09 02:26:00.932000,0.071,2024-10-09 02:26:07.342000,0.022
texnet2024tvks,MB07,2024-10-09 02:26:00.592000,0.002,no pick,no pick
texnet2024tvks,MB22,2024-10-09 02:25:59.980000,0.012,no pick,no pick
texnet2024tvks,POST,2024-10-09 02:26:00.630000,0.261,no pick,no pick
texnet2024tvks,SM03,2024-10-09 02:25:58.729000,0.008,no pick,no pick
texnet2024tvhl,MB06,2024-10-09 00:47:42.163500,0.019,no pick,no pick
texnet2024tvhl,MB07,2024-10-09 00:47:42.440000,0.004,no pick,no pick
texnet2024tvhl,MB19,2024-10-09 00:47:42.143500,0.001,no pick,no pick
texnet2024tvhl,SM03,2024-10-09 00:47:42.009000,0.005,no pick,no pick
texnet2024tvhl,YK01,2024-10-09 00:47:42.556000,0.039,no pick,no pick
texnet2024tupu,MB03,2024-10-08 15:51:30.353500,0.051,no pick,no pick
texnet2024tupu,MB06,2024-10-08 15:51:30.653500,0.001,no pick,no pick
texnet2024tupu,MB23,2024-10-08 15:51:30.503500,0.40299999999999997,no pick,no pick
texnet2024tupu,MBBB6,2024-10-08 15:51:31.236000,0.016,no pick,no pick
texnet2024tupu,SE01,2024-10-08 15:51:30.363000,0.261,no pick,no pick
texnet2024tuob,MB07,2024-10-08 14:55:21.576000,0.06,no pick,no pick
texnet2024tuob,MB11,2024-10-08 14:55:21.630000,0.03,no pick,no pick
texnet2024tuob,MB16,2024-10-08 14:55:18.120000,0.473,2024-10-08 14:55:24.190000,0.039
texnet2024tuob,MB18,2024-10-08 14:55:21.030000,0.015,no pick,no pick
texnet2024tuob,OP01,2024-10-08 14:55:19.235000,0.013999999999999999,no pick,no pick
texnet2024tuob,SM03,2024-10-08 14:55:19.759000,0.003,no pick,no pick
texnet2024tuoa,MB05,2024-10-08 14:54:44.506500,0.003,no pick,no pick
texnet2024tuoa,MB06,2024-10-08 14:54:44.633500,0.001,no pick,no pick
texnet2024tuoa,MB11,2024-10-08 14:54:43.670000,0.111,no pick,no pick
texnet2024tuoa,MID02,2024-10-08 14:54:45.695000,0.002,no pick,no pick
texnet2024tuoa,SD01,2024-10-08 14:54:43.893000,0.085,2024-10-08 14:54:44.743000,0.032
texnet2024tunn,CW01,2024-10-08 14:42:12.581000,0.89,no pick,no pick
texnet2024tunn,GV02,2024-10-08 14:42:14.471000,0.027000000000000003,no pick,no pick
texnet2024tunn,MB03,2024-10-08 14:42:15.123500,0.06,no pick,no pick
texnet2024tunn,MB06,2024-10-08 14:42:13.993500,0.767,no pick,no pick
texnet2024tunn,MB13,2024-10-08 14:42:13.080000,0.057,no pick,no pick
texnet2024tunn,MBBB4,2024-10-08 14:42:15.408000,0.006,no pick,no pick
texnet2024tunn,MID03,2024-10-08 14:42:14.975000,0.005,no pick,no pick
texnet2024tunn,OE01,2024-10-08 14:42:15.379000,0.005,no pick,no pick
texnet2024tunn,OG02,2024-10-08 14:42:15.410000,0.324,2024-10-08 14:42:33.090000,0.029
texnet2024tunn,VW01,2024-10-08 14:42:12.767000,0.021,no pick,no pick
texnet2024tunn,VW01,2024-10-08 14:42:48.577000,0.003,no pick,no pick
texnet2024tunl,CW01,2024-10-08 14:38:52.281000,0.039,no pick,no pick
texnet2024tunl,GV02,2024-10-08 14:38:54.961000,0.002,no pick,no pick
texnet2024tunl,GV03,2024-10-08 14:38:53.257000,0.027999999999999997,no pick,no pick
texnet2024tunl,MB18,2024-10-08 14:38:55.035000,0.001,no pick,no pick
texnet2024tunl,POST,2024-10-08 14:38:54.155000,0.07200000000000001,no pick,no pick
texnet2024tunl,SM04,2024-10-08 14:38:53.319000,0.006,no pick,no pick
texnet2024tunf,MB05,2024-10-08 14:07:11.176500,0.604,2024-10-08 14:07:55.216500,0.67
texnet2024tumf,HP01,2024-10-08 14:02:44.243018,0.151,no pick,no pick
texnet2024tumf,MB18,2024-10-08 14:02:44.120000,0.001,no pick,no pick
texnet2024tumf,MBBB6,2024-10-08 14:02:45.256000,0.423,no pick,no pick
texnet2024tumf,SE01,2024-10-08 14:02:44.543000,0.081,no pick,no pick
texnet2024tstg,MB13,2024-10-07 15:09:32.340000,0.006999999999999999,no pick,no pick
texnet2024tstg,VW01,2024-10-07 15:09:32.277000,0.629,no pick,no pick
texnet2024tstb,CW01,2024-10-07 15:01:02.761000,0.021,2024-10-07 15:01:19.351000,0.023
texnet2024tsri,GV01,2024-10-07 14:18:19.971000,0.58,2024-10-07 14:18:50.241000,0.076
texnet2024tsri,MB03,2024-10-07 14:18:22.622500,0.015,no pick,no pick
texnet2024tsri,SM04,2024-10-07 14:18:20.309000,0.003,2024-10-07 14:18:24.059000,0.02
texnet2024tsrd,MB05,2024-10-07 14:12:52.996500,0.02,no pick,no pick
texnet2024tsrd,OP01,2024-10-07 14:12:52.563000,0.057,no pick,no pick
texnet2024tsrd,VW01,2024-10-07 14:12:51.557000,0.264,2024-10-07 14:13:14.827000,0.263
texnet2024tlkb,MB03,2024-10-03 14:44:34.254500,0.040999999999999995,no pick,no pick
texnet2024tlkb,MB11,2024-10-03 14:44:33.600000,0.047,no pick,no pick
texnet2024tlkb,MBBB6,2024-10-03 14:44:35.474000,0.006999999999999999,no pick,no pick
texnet2024tlkb,SGCY,2024-10-03 14:44:34.180000,0.002,no pick,no pick
texnet2024tlho,HP01,2024-10-03 13:28:09.923776,0.001,no pick,no pick
texnet2024tlho,MB06,2024-10-03 13:28:08.752500,0.025,no pick,no pick
texnet2024tlho,MID03,2024-10-03 13:28:09.425000,0.105,no pick,no pick
texnet2024tlho,ODSA,2024-10-03 13:28:08.415000,0.8109999999999999,no pick,no pick
texnet2024tlho,OP01,2024-10-03 13:28:07.447000,0.386,no pick,no pick
texnet2024tlho,POST,2024-10-03 13:28:08.295000,0.354,2024-10-03 13:28:13.165000,0.087
texnet2024tlho,VW01,2024-10-03 13:28:06.637000,0.065,no pick,no pick
texnet2024tlhk,BW01,2024-10-03 13:24:10.839000,0.003,no pick,no pick
texnet2024tlhk,MB11,2024-10-03 13:24:12.370000,0.001,no pick,no pick
texnet2024tlhk,MB19,2024-10-03 13:24:12.718500,0.002,no pick,no pick
texnet2024tlhk,YK01,2024-10-03 13:24:13.292000,0.005,no pick,no pick
texnet2024tlhl,GV01,2024-10-03 13:23:41.311000,0.006999999999999999,no pick,no pick
texnet2024tlhl,MBBB6,2024-10-03 13:23:42.156000,0.013999999999999999,no pick,no pick
texnet2024tlhl,POST,2024-10-03 13:23:41.575000,0.317,no pick,no pick
texnet2024tlhl,SM03,2024-10-03 13:23:38.299000,0.327,no pick,no pick
texnet2024tlgj,MB05,2024-10-03 12:53:40.960500,0.08900000000000001,no pick,no pick
texnet2024tlgj,MBBB6,2024-10-03 12:53:42.178000,0.12,no pick,no pick
texnet2024tlgj,POST,2024-10-03 12:53:41.135000,0.1,no pick,no pick
texnet2024tlfh,BB01,2024-10-03 12:21:08.417000,0.005,no pick,no pick
texnet2024tlfh,OP01,2024-10-03 12:21:07.377000,0.175,no pick,no pick
texnet2024tlfh,POST,2024-10-03 12:21:08.255000,0.003,no pick,no pick
texnet2024tlfh,SM02,2024-10-03 12:21:07.299000,0.001,2024-10-03 12:21:45.699000,0.084
texnet2024tleo,GV03,2024-10-03 11:58:09.877000,0.002,no pick,no pick
texnet2024tleo,GV04,2024-10-03 11:58:07.559000,0.341,no pick,no pick
texnet2024tleo,MB23,2024-10-03 11:58:09.509500,0.018000000000000002,no pick,no pick
texnet2024tleo,MBBB6,2024-10-03 11:58:10.010000,0.18,2024-10-03 11:58:18.500000,0.495
texnet2024tleo,MNHN,2024-10-03 11:58:09.060000,0.052000000000000005,2024-10-03 11:58:36.750000,0.022
texnet2024tleo,ODSA,2024-10-03 11:58:09.080000,0.27899999999999997,2024-10-03 11:58:49.650000,0.023
texnet2024tlal,MBBB4,2024-10-03 09:53:25.552000,0.001,no pick,no pick
texnet2024tlal,OG02,2024-10-03 09:53:24.056000,0.006,no pick,no pick
texnet2024tlal,OP01,2024-10-03 09:53:22.817000,0.603,no pick,no pick
texnet2024tlal,SM02,2024-10-03 09:53:22.189000,0.12,no pick,no pick
texnet2024tkhf,BB01,2024-10-02 23:58:17.647000,0.066,no pick,no pick
texnet2024tkhf,MB02,2024-10-02 23:58:19.209500,0.027999999999999997,no pick,no pick
texnet2024tkhf,MB13,2024-10-02 23:58:17.860000,0.10800000000000001,no pick,no pick
texnet2024tkhf,MB22,2024-10-02 23:58:19.140000,0.003,no pick,no pick
texnet2024tkhf,MNHN,2024-10-02 23:58:20.290000,0.013000000000000001,2024-10-02 23:58:49.990000,0.337
texnet2024tkhf,MO01,2024-10-02 23:58:17.233000,0.205,no pick,no pick
texnet2024tkhf,ODSA,2024-10-02 23:58:20.145000,0.068,2024-10-02 23:58:58.335000,0.268
texnet2024tkhf,OP01,2024-10-02 23:58:17.317000,0.775,no pick,no pick
texnet2024tkhf,SD01,2024-10-02 23:58:18.443000,0.9159999999999999,2024-10-02 23:58:47.273000,0.543
texnet2024tkgw,HP01,2024-10-02 23:54:17.124605,0.004,no pick,no pick
texnet2024tkgw,MB03,2024-10-02 23:54:09.812500,0.004,no pick,no pick
texnet2024tkgw,MB23,2024-10-02 23:54:09.495500,0.051,2024-10-02 23:54:19.595500,0.043
texnet2024tkgw,MNHN,2024-10-02 23:54:09.475000,0.004,no pick,no pick
texnet2024tkgw,POST,2024-10-02 23:54:09.475000,0.024,no pick,no pick
texnet2024tkgq,MB03,2024-10-02 23:51:30.212500,0.184,no pick,no pick
texnet2024tkgq,OP01,2024-10-02 23:51:28.697000,0.16899999999999998,no pick,no pick
texnet2024tkfv,BB01,2024-10-02 23:28:54.657000,0.003,no pick,no pick
texnet2024tkfv,BW01,2024-10-02 23:28:53.919000,0.008,no pick,no pick
texnet2024tkfv,GV03,2024-10-02 23:28:55.817000,0.5529999999999999,2024-10-02 23:29:01.967000,0.236
texnet2024tkfv,GV03,2024-10-02 23:29:35.797000,0.025,no pick,no pick
texnet2024tkfv,MID03,2024-10-02 23:28:56.315000,0.011000000000000001,no pick,no pick
texnet2024tkfv,SM04,2024-10-02 23:28:54.539000,0.018000000000000002,no pick,no pick
texnet2024tkfk,MBBB5,2024-10-02 23:02:59.916000,0.106,no pick,no pick
texnet2024tkfk,MBBB6,2024-10-02 23:03:00.156000,0.006,no pick,no pick
texnet2024tkfk,SGCY,2024-10-02 23:02:59.620000,0.08,2024-10-02 23:03:11.700000,0.036
texnet2024tkfk,SN09,2024-10-02 23:03:04.680000,0.6779999999999999,no pick,no pick
texnet2024tkds,BB01,2024-10-02 22:23:07.237000,0.03,no pick,no pick
texnet2024tkds,HP01,2024-10-02 22:23:09.923662,0.10800000000000001,2024-10-02 22:23:14.513662,0.06
texnet2024tkds,MB04,2024-10-02 22:23:09.652000,0.005,2024-10-02 22:23:17.802000,0.022
texnet2024tkds,MB05,2024-10-02 22:23:08.980500,0.019,2024-10-02 22:23:45.070500,0.181
texnet2024tkds,MID02,2024-10-02 22:23:09.585000,0.003,2024-10-02 22:23:19.595000,0.024
texnet2024tkds,MNHN,2024-10-02 22:23:08.535000,0.004,no pick,no pick
texnet2024tkds,OP01,2024-10-02 22:23:07.647000,0.07200000000000001,2024-10-02 22:23:48.157000,0.166
texnet2024tkds,SM02,2024-10-02 22:23:07.579000,0.040999999999999995,no pick,no pick
texnet2024tkbn,CW01,2024-10-02 21:07:39.701000,0.052000000000000005,no pick,no pick
texnet2024tkbn,GV03,2024-10-02 21:07:40.277000,0.251,no pick,no pick
texnet2024tkbn,MB11,2024-10-02 21:07:39.970000,0.28800000000000003,2024-10-02 21:08:30.520000,0.022
texnet2024tkbn,OP01,2024-10-02 21:07:38.867000,0.203,no pick,no pick
texnet2024tkbn,SGCY,2024-10-02 21:07:40.080000,0.21100000000000002,no pick,no pick
texnet2024tkbn,SN02,2024-10-02 21:07:44.480000,0.122,2024-10-02 21:08:11.060000,0.18
texnet2024tkax,MB01,2024-10-02 20:54:54.417500,0.02,no pick,no pick
texnet2024tkax,MB03,2024-10-02 20:54:55.042500,0.358,no pick,no pick
texnet2024tkax,MB11,2024-10-02 20:54:53.520000,0.006999999999999999,no pick,no pick
texnet2024tkax,MID02,2024-10-02 20:54:54.805000,0.021,2024-10-02 20:55:01.215000,0.027
texnet2024tkax,MO01,2024-10-02 20:54:52.923000,0.011000000000000001,no pick,no pick
texnet2024tkax,ODSA,2024-10-02 20:54:54.035000,0.07200000000000001,no pick,no pick
texnet2024tkax,SD01,2024-10-02 20:54:52.093000,0.043,2024-10-02 20:55:42.243000,0.274
texnet2024tkax,SM03,2024-10-02 20:54:52.859000,0.001,no pick,no pick
texnet2024tkah,CF01,2024-10-02 20:29:35.141000,0.01,no pick,no pick
texnet2024tkah,GV01,2024-10-02 20:29:33.211000,0.141,no pick,no pick
texnet2024tkah,MB11,2024-10-02 20:29:33.680000,0.257,no pick,no pick
texnet2024tkah,MB21,2024-10-02 20:29:39.275000,0.015,no pick,no pick
texnet2024tkah,MNHN,2024-10-02 20:29:34.370000,0.313,2024-10-02 20:29:52.030000,0.22
texnet2024tkah,SM03,2024-10-02 20:29:33.549000,0.031,2024-10-02 20:29:42.609000,0.08
texnet2024tjvx,BB01,2024-10-02 18:19:27.337000,0.006,no pick,no pick
texnet2024tjvx,HP01,2024-10-02 18:19:30.912841,0.013000000000000001,2024-10-02 18:19:33.302841,0.783
texnet2024tjvx,MBBB6,2024-10-02 18:19:29.614000,0.294,no pick,no pick
texnet2024tjvx,OP01,2024-10-02 18:19:27.007000,0.02,2024-10-02 18:19:36.227000,0.067
texnet2024tjvx,SD01,2024-10-02 18:19:26.243000,0.419,no pick,no pick
texnet2024tjvx,YK01,2024-10-02 18:19:28.884000,0.023,no pick,no pick
texnet2024tjvw,GV03,2024-10-02 18:18:23.377000,0.095,no pick,no pick
texnet2024tjvw,MB02,2024-10-02 18:18:23.169500,0.011000000000000001,no pick,no pick
texnet2024tjvw,MB09,2024-10-02 18:18:21.780000,0.005,no pick,no pick
texnet2024tjvw,MB16,2024-10-02 18:18:20.970000,0.113,2024-10-02 18:18:24.520000,0.046
texnet2024tjvn,CW01,2024-10-02 18:11:54.101000,0.094,no pick,no pick
texnet2024tjvn,MB03,2024-10-02 18:11:55.592500,0.585,no pick,no pick
texnet2024tjvn,MB16,2024-10-02 18:11:53.610000,0.006,no pick,no pick
texnet2024tjvn,MB22,2024-10-02 18:11:55.140000,0.011000000000000001,no pick,no pick
texnet2024tjvn,MB23,2024-10-02 18:11:56.025500,0.04,2024-10-02 18:12:00.615500,0.164
texnet2024tjvn,VW01,2024-10-02 18:11:55.767000,0.231,no pick,no pick
texnet2024tjui,MB01,2024-10-02 17:33:02.251500,0.001,no pick,no pick
texnet2024tjui,MB02,2024-10-02 17:33:02.744500,0.026000000000000002,no pick,no pick
texnet2024tjui,MB18,2024-10-02 17:33:03.355000,0.019,no pick,no pick
texnet2024tjtq,MB05,2024-10-02 17:09:04.090500,0.023,no pick,no pick
texnet2024tjtq,MID01,2024-10-02 17:09:04.330000,0.006999999999999999,no pick,no pick
texnet2024tjtq,MID03,2024-10-02 17:09:04.285000,0.027999999999999997,no pick,no pick
texnet2024tjtq,MNHN,2024-10-02 17:09:03.945000,0.21,2024-10-02 17:09:31.495000,0.302
texnet2024tjtq,MO01,2024-10-02 17:09:02.443000,0.03,no pick,no pick
texnet2024tjtq,OP01,2024-10-02 17:09:02.937000,0.011000000000000001,2024-10-02 17:09:19.847000,0.066
texnet2024tjte,MB09,2024-10-02 16:54:11.230000,0.002,no pick,no pick
texnet2024tjte,MB21,2024-10-02 16:54:13.135000,0.075,no pick,no pick
texnet2024tjte,MB23,2024-10-02 16:54:12.585500,0.008,no pick,no pick
texnet2024tjte,MBBB6,2024-10-02 16:54:13.648000,0.005,no pick,no pick
texnet2024tjte,MID01,2024-10-02 16:54:12.785000,0.054000000000000006,no pick,no pick
texnet2024tjte,MID03,2024-10-02 16:54:12.685000,0.002,no pick,no pick
texnet2024tjsu,BB01,2024-10-02 16:45:16.207000,0.001,no pick,no pick
texnet2024tjsu,GV03,2024-10-02 16:45:09.617000,0.004,2024-10-02 16:45:46.457000,0.038
texnet2024tjsu,MB03,2024-10-02 16:45:11.242500,0.135,2024-10-02 16:45:22.192500,0.059
texnet2024tjsu,MB06,2024-10-02 16:45:11.072500,0.11,no pick,no pick
texnet2024tjsu,MBBB6,2024-10-02 16:45:12.544000,0.004,no pick,no pick
texnet2024tjsu,OP01,2024-10-02 16:45:11.117000,0.03,no pick,no pick
texnet2024tjsi,MB03,2024-10-02 16:30:01.032500,0.001,no pick,no pick
texnet2024tjsi,MB21,2024-10-02 16:30:01.580000,0.08900000000000001,no pick,no pick
texnet2024tjsi,OP01,2024-10-02 16:30:02.377000,0.040999999999999995,no pick,no pick
texnet2024tjsi,VW01,2024-10-02 16:29:59.487000,0.15,no pick,no pick
texnet2024tjrp,MB02,2024-10-02 16:09:22.444500,0.012,no pick,no pick
texnet2024tjrp,MB11,2024-10-02 16:09:23.630000,0.005,no pick,no pick
texnet2024tjqu,MB22,2024-10-02 15:49:22.460000,0.02,no pick,no pick
texnet2024tjqu,SM03,2024-10-02 15:49:21.499000,0.001,no pick,no pick
texnet2024tjqu,YK01,2024-10-02 15:49:22.980000,0.005,no pick,no pick
texnet2024tjqd,GV01,2024-10-02 15:30:58.381000,0.221,no pick,no pick
texnet2024tjqd,MB11,2024-10-02 15:30:59.010000,0.18600000000000003,no pick,no pick
texnet2024tjqd,ODSA,2024-10-02 15:31:00.125000,0.146,2024-10-02 15:31:43.955000,0.106
texnet2024tjqd,OZNA,2024-10-02 15:31:00.505000,0.002,2024-10-02 15:31:41.295000,0.313
texnet2024tjph,GV04,2024-10-02 15:03:55.339000,0.228,no pick,no pick
texnet2024tjph,MB06,2024-10-02 15:03:57.777500,0.036000000000000004,no pick,no pick
texnet2024tjph,POST,2024-10-02 15:03:57.755000,0.35700000000000004,no pick,no pick
texnet2024tjph,SGCY,2024-10-02 15:03:57.770000,0.092,no pick,no pick
texnet2024tjpz,MB11,2024-10-02 15:01:08.090000,0.009000000000000001,2024-10-02 15:01:13.700000,0.05
texnet2024tjpz,OP01,2024-10-02 15:01:07.277000,0.247,2024-10-02 15:01:08.087000,0.032
texnet2024tjpz,SN09,2024-10-02 15:01:12.840000,0.003,no pick,no pick
texnet2024tjol,BB01,2024-10-02 14:28:57.477000,0.001,no pick,no pick
texnet2024tjol,HP01,2024-10-02 14:28:58.030502,0.011000000000000001,no pick,no pick
texnet2024tjol,MB11,2024-10-02 14:28:57.090000,0.131,no pick,no pick
texnet2024tjol,MBBB4,2024-10-02 14:28:58.280000,0.018000000000000002,no pick,no pick
texnet2024tjol,MID02,2024-10-02 14:28:57.225000,0.006999999999999999,no pick,no pick
